index,token,logprob,probability,cumulative_logprob
1,class,-2.1210694313049316,0.11990333154496839,-2.1210694313049316
2, Data,-0.17315809428691864,0.8410046463042641,-2.2942275255918503
3,User,-0.32846248149871826,0.720029942163364,-2.6226900070905685
4,":
",-0.0007939011557027698,0.9992064139004397,-2.6234839082462713
5,   ,-0.00011892046313732862,0.9998810866076207,-2.6236028287094086
6, def,-0.0010428131790831685,0.9989577303616265,-2.624645641888492
7, process,-0.009783834218978882,0.9902638717777457,-2.6344294761074707
8,_de,-0.002167986473068595,0.9978343619122094,-2.6365974625805393
9,let,-0.00018268341955263168,0.9998173332660472,-2.636780146000092
10,ions,-1.9361264946837764e-07,0.9999998063873693,-2.6367803396127414
11,(self,-0.019782841205596924,0.9804115551826753,-2.6565631808183383
12,",",-0.03366725519299507,0.9668931798011758,-2.6902304360113334
13, date,-0.023561418056488037,0.9767139849519363,-2.7137918540678214
14,"):
",-0.0016518525080755353,0.9983495110493767,-2.715443706575897
15,       ,-5.5577775128767826e-06,0.9999944422379315,-2.71544926435341
16, print,-2.877838134765625,0.05625624989835923,-5.593287399119035
17,(f,-0.0009122979827225208,0.9990881180345619,-5.594199697101757
18,"""",-0.00319375516846776,0.9968113394424805,-5.597393452270225
19,Processing,-0.03734280914068222,0.9633458349794262,-5.634736261410907
20, delet,-3.297462171758525e-05,0.9999670259219393,-5.634769236032625
21,ions,-1.9361264946837764e-07,0.9999998063873693,-5.634769429645274
22, for,-0.0019633667543530464,0.9980385593893712,-5.636732796399627
23, {,-0.03945159167051315,0.9613164885895789,-5.676184388070141
24,date,-1.9361264946837764e-07,0.9999998063873693,-5.67618458168279
25,"}"")

",-0.08679946511983871,0.9168609397976394,-5.762984046802629
26,class,-0.0009680375806055963,0.9990324308166189,-5.763952084383234
27, UID,-0.002472920576110482,0.997530134573078,-5.766425004959345
28,es,-6.511406809295295e-06,0.9999934886143899,-5.766431516366154
29,igner,0.0,1.0,-5.766431516366154
30,":
",-3.690834273584187e-05,0.9999630923383687,-5.76646842470889
31,   ,-1.3782830137643032e-05,0.9999862172648452,-5.766482207539028
32, def,-0.00021688752167392522,0.9997831359967243,-5.7666990950607016
33, redesign,-0.0025596146006137133,0.9974436584196857,-5.769258709661315
34,_resources,-0.09082836657762527,0.9131744287022979,-5.8600870762389405
35,_page,-0.005235291086137295,0.9947783891664611,-5.865322367325078
36,(self,-4.008129963040119e-06,0.9999959918780695,-5.865326375455041
37,"):
",-0.06207120418548584,0.9398159655782464,-5.927397579640527
38,       ,-1.8624639324116288e-06,0.999998137537802,-5.927399442104459
39, print,-0.0031389743089675903,0.9968659471201288,-5.930538416413427
40,"(""",-3.464347173576243e-05,0.9999653571283423,-5.9305730598851625
41,Red,-0.03371554613113403,0.9668464887498295,-5.9642886060162965
42,esign,-0.012520013377070427,0.9875580359247523,-5.976808619393367
43,ing,-0.017187096178531647,0.9829597594149564,-5.993995715571899
44, Resources,-0.08061418682336807,0.9225495545661007,-6.074609902395267
45, page,-0.0076184566132724285,0.9924104902704733,-6.082228359008539
46, to,-0.12138970196247101,0.8856887376912016,-6.20361806097101
47, match,-0.0001951961312443018,0.999804822918281,-6.203813257102254
