index,token,logprob,probability,cumulative_logprob
1,import,-0.014433503150939941,0.9856701605130839,-0.014433503150939941
2, logging,-0.3448372185230255,0.708335648006614,-0.35927072167396545
3,"
",-0.0002627027570270002,0.9997373317463208,-0.35953342443099245
4,from,-0.011048096232116222,0.9890127098465761,-0.3705815206631087
5, datetime,-0.07205064594745636,0.9304837693857413,-0.44263216661056504
6, import,0.0,1.0,-0.44263216661056504
7, datetime,-5.006777428206988e-06,0.9999949932351057,-0.44263717338799324
8,"

",-4.047377109527588,0.017468131601459738,-4.490014282915581
9,class,-1.7539275884628296,0.17309276947617616,-6.243941871378411
10, Data,-0.8180656433105469,0.4412844309441384,-7.062007514688958
11,Processor,-0.013912955299019814,0.98618338256457,-7.075920469987977
12,":
",-0.00010096516780322418,0.9998990399290077,-7.076021435155781
13,   ,-0.0032092041801661253,0.9967959398113911,-7.079230639335947
14, def,-0.01815253682434559,0.9820112280590553,-7.097383176160292
15, __,-0.9744845032691956,0.3773868451138755,-8.071867679429488
16,init,-5.960462772236497e-07,0.9999994039539004,-8.071868275475765
17,__(,-3.576278118089249e-07,0.9999996423722521,-8.071868633103577
18,self,0.0,1.0,-8.071868633103577
19,"):
",-0.005241699051111937,0.9947720146818095,-8.077110332154689
20,       ,0.0,1.0,-8.077110332154689
21, self,-4.1483970562694594e-05,0.9999585168898854,-8.077151816125252
22,.logger,-0.0021922383457422256,0.9978101628537523,-8.079344054470994
23, =,-7.152555099310121e-07,0.9999992847447459,-8.079344769726504
24, logging,-0.029815446585416794,0.9706246491130777,-8.10916021631192
25,.getLogger,-4.577531944960356e-05,0.9999542257282243,-8.10920599163137
26,(__,-0.0064300550147891045,0.993590573551005,-8.11563604664616
27,name,-2.3841855067985307e-07,0.9999997615814777,-8.11563628506471
28,"__)
",-0.6326282024383545,0.5311938797515415,-8.748264487503064
29,       ,-1.9177350997924805,0.14693938858356842,-10.665999587295545
30, self,-0.00020847532141488045,0.9997915464080549,-10.66620806261696
31,.de,-1.2845864295959473,0.2767650217881136,-11.950794492212907
32,let,-0.20142395794391632,0.817565744576616,-12.152218450156823
33,ions,0.0,1.0,-12.152218450156823
34,_processed,-0.027192508801817894,0.9731738789530456,-12.179410958958641
35, =,-0.00024470672360621393,0.999755323214642,-12.179655665682247
36, False,-0.4028531610965729,0.668410240744685,-12.58250882677882
37,"
    
",-3.329859972000122,0.03579811745549648,-15.912368798778942
38,   ,-1.1920928244535389e-07,0.9999998807907247,-15.912368917988225
39, def,-0.0005660838796757162,0.9994340763155742,-15.9129350018679
40, process,-1.8358061424805783e-05,0.9999816421070834,-15.912953359929325
41,_de,-0.0040833912789821625,0.9959249344269596,-15.917036751208308
42,let,-3.5523738915799186e-05,0.9999644768920447,-15.917072274947223
43,ions,0.0,1.0,-15.917072274947223
44,(self,-1.7014358043670654,0.18242141446518303,-17.61850807931429
45,",",-0.16022643446922302,0.8519508560838068,-17.77873451378351
46, date,-0.00011598391574807465,0.9998840228101262,-17.77885049769926
47,_str,-0.6351688504219055,0.5298460160407118,-18.414019348121165
48,"=""",-1.9168663024902344,0.14706710459959516,-20.3308856506114
49,1,-0.0031777145341038704,0.9968273290569476,-20.334063365145504
50,2,0.0,1.0,-20.334063365145504
51,-,0.0,1.0,-20.334063365145504
52,1,0.0,1.0,-20.334063365145504
53,9,0.0,1.0,-20.334063365145504
54,-,0.0,1.0,-20.334063365145504
55,2,0.0,1.0,-20.334063365145504
56,0,0.0,1.0,-20.334063365145504
57,1,0.0,1.0,-20.334063365145504
58,7,0.0,1.0,-20.334063365145504
59,"""):
",-6.198863957251888e-06,0.9999938011552557,-20.33406956400946
60,       ,-4.768370445162873e-07,0.9999995231630692,-20.334070040846505
61, if,-0.17242209613323212,0.8416238520103625,-20.506492136979737
62, date,-0.4774307608604431,0.6203752383568613,-20.98392289784018
63,_str,0.0,1.0,-20.98392289784018
64, ==,-6.19869097135961e-05,0.9999380150114352,-20.983984884749894
65," """,-1.1920928244535389e-07,0.9999998807907247,-20.983985003959177
66,1,0.0,1.0,-20.983985003959177
67,2,0.0,1.0,-20.983985003959177
68,-,0.0,1.0,-20.983985003959177
69,1,0.0,1.0,-20.983985003959177
70,9,0.0,1.0,-20.983985003959177
71,-,0.0,1.0,-20.983985003959177
72,2,0.0,1.0,-20.983985003959177
73,0,0.0,1.0,-20.983985003959177
74,1,0.0,1.0,-20.983985003959177
75,7,0.0,1.0,-20.983985003959177
76,""":
",-0.2519713044166565,0.7772670418801146,-21.235956308375833
77,           ,-3.576278118089249e-07,0.9999996423722521,-21.235956666003645
78, self,-0.012702390551567078,0.9873779443033086,-21.248659056555212
79,.logger,-0.5759766697883606,0.5621555602520283,-21.824635726343573
80,.info,-4.577531944960356e-05,0.9999542257282243,-21.824681501663022
81,(f,-0.31327933073043823,0.7310456805221426,-22.13796083239346
82,"""",-6.627816765103489e-05,0.9999337240286982,-22.13802711056111
83,Processing,-0.00046004203613847494,0.9995400637669738,-22.13848715259725
84, delet,-0.004119363613426685,0.9958891093264969,-22.142606516210677
85,ions,0.0,1.0,-22.142606516210677
86, for,-0.0011726891389116645,0.9988279981922951,-22.14377920534959
87, {,-0.001503052655607462,0.9984980763623067,-22.145282258005196
88,date,0.0,1.0,-22.145282258005196
89,_str,0.0,1.0,-22.145282258005196
90,"}"")
",-2.3007127310847864e-05,0.9999769931373511,-22.145305265132507
91,           ,-8.821448318485636e-06,0.9999911785905904,-22.145314086580825
92, self,-0.008933929726481438,0.9911058592449097,-22.154248016307307
93,.de,-1.9073468138230965e-06,0.9999980926550052,-22.15424992365412
94,let,-0.00045408427831716835,0.9995460188023457,-22.154704007932438
95,ions,0.0,1.0,-22.154704007932438
96,_processed,-1.1920928244535389e-07,0.9999998807907247,-22.15470412714172
97, =,0.0,1.0,-22.15470412714172
