index,token,logprob,probability,cumulative_logprob
1, The,-0.023247398,0.977020740893902,-0.023247398
2, user,-0.38709664,0.6790254707342351,-0.41034403799999997
3, has,-0.38383406,0.681244463506938,-0.7941780979999999
4, given,-0.011058236,0.9890026815381066,-0.8052363339999999
5, a,-0.10020895,0.9046483720087325,-0.9054452839999999
6, list,-0.7123733,0.49047876179839145,-1.617818584
7, of,0.0,1.0,-1.617818584
8, user,-9.6316464e-05,0.9999036881742817,-1.6179149004639999
9, stories,0.0,1.0,-1.6179149004639999
10, from,-0.15838397,0.8535219922024447,-1.776298870464
11, what,-0.0015798243,0.9984214229655028,-1.777878694764
12, seems,-2.0265559e-06,0.9999979734461535,-1.7778807213199
13, like,-0.00091141637,0.999088998843746,-1.7787921376898999
14, a,-0.06590791,0.9362170765524941,-1.8447000476898998
15, project,-0.033782236,0.966782012034277,-1.8784822836898998
16, called,-0.089322306,0.9145507608695195,-1.9678045896898997
17, Broker,-0.007699574,0.9923299917898989,-1.9755041636898998
18, or,-0.6931577,0.49999474030763724,-2.6686618636898998
19, USA,-0.01867533,0.9814979734652994,-2.6873371936899
20,sp,-4.7683704e-07,0.9999995231630737,-2.68733767052694
21,ending,0.0,1.0,-2.68733767052694
22,",",-0.010514105,0.9895409749940114,-2.69785177552694
23, involving,-0.037120387,0.9635601282531604,-2.73497216252694
24, F,-0.0048409165,0.9951707818517527,-2.73981307902694
25,ABS,0.0,1.0,-2.73981307902694
26, (,-0.20149812,0.8175051144682692,-2.94131119902694
27,Financial,-4.7205765e-05,0.9999527953491746,-2.94135840479194
28, Assistance,0.0,1.0,-2.94135840479194
29, Broker,-0.00010227634,0.9998977288900466,-2.94146068113194
30, Submission,-2.2172682e-05,0.9999778275638121,-2.94148285381394
31,"),",-0.017309783,0.9828391706039227,-2.95879263681394
32, D,-0.12431773,0.8830992091908219,-3.08311036681394
33,ABS,0.0,1.0,-3.08311036681394
34,",",-0.02324661,0.9770215107865491,-3.1063569768139403
35, FP,-0.12896663,0.8790032973962126,-3.23532360681394
36,DS,0.0,1.0,-3.23532360681394
37,",",-0.1604137,0.8517913299918818,-3.39573730681394
38, etc,-0.01669296,0.9834455954188116,-3.41243026681394
