index,token,logprob,probability,cumulative_logprob
1,```,-0.01122516579926014,0.9888376012977987,-0.01122516579926014
2,python,-4.768370445162873e-07,0.9999995231630692,-0.011225642636304656
3,"
",-2.3841855067985307e-07,0.9999997615814777,-0.011225881054855336
4,import,-0.20655885338783264,0.8133783899744356,-0.21778473444268798
5, os,-1.9445940256118774,0.14304528427342583,-2.1623787600545654
6,"
",-0.00022218143567442894,0.9997778432447929,-2.16260094149024
7,import,-0.006715704221278429,0.99330679572448,-2.1693166457115183
8, datetime,-3.8520967960357666,0.021235163917444077,-6.021413441747285
9,"
",-0.001595296896994114,0.9984059749127061,-6.023008738644279
10,from,-1.1368732452392578,0.3208205824666221,-7.159881983883537
11, typing,-0.07524055987596512,0.9275203353122208,-7.235122543759502
12, import,0.0,1.0,-7.235122543759502
13, List,-0.4580168128013611,0.6325368414016952,-7.693139356560863
14,",",-0.0017676219576969743,0.9982339393659169,-7.69490697851856
15, Dict,-0.038550473749637604,0.9621831385233289,-7.733457452268198
16,",",-0.005251897498965263,0.994761869603024,-7.738709349767163
17, Any,-0.3157733380794525,0.72922471891215,-8.054482687846615
18,",",-1.0242422819137573,0.3590684350021983,-9.078724969760373
19, Optional,-0.0025272592902183533,0.9974759315409564,-9.081252229050591
20,",",-3.0739362239837646,0.046238789944361,-12.155188453034356
21, Tuple,-0.2040078192949295,0.8154559948714376,-12.359196272329285
22,"
",-0.027016619220376015,0.9733450651537782,-12.386212891549661
23,from,-0.126936137676239,0.8807899200921323,-12.5131490292259
24, data,-0.06899484246969223,0.9333314937512548,-12.582143871695592
25,classes,-2.3841855067985307e-07,0.9999997615814777,-12.582144110114143
26, import,0.0,1.0,-12.582144110114143
27, data,-3.576278118089249e-07,0.9999996423722521,-12.582144467741955
28,class,0.0,1.0,-12.582144467741955
29,"
",-0.07928428798913956,0.9237772683298401,-12.661428755731094
30,from,-0.11282671242952347,0.8933054454347751,-12.774255468160618
31, enum,-0.030427930876612663,0.9700303387842977,-12.80468339903723
32, import,0.0,1.0,-12.80468339903723
33, Enum,-1.5616295058862306e-05,0.9999843838268748,-12.80469901533229
34,"

",-2.128685712814331,0.11899358286672666,-14.93338472814662
35,#,-0.8388794660568237,0.4321945408525402,-15.772264194203444
36, Define,-3.33317494392395,0.035679644177493024,-19.105439138127394
