index,token,logprob,probability,cumulative_logprob
1,```,-0.004786699544638395,0.9952247384442774,-0.004786699544638395
2,python,-1.1920928244535389e-07,0.9999998807907247,-0.004786818753920841
3,"
",0.0,1.0,-0.004786818753920841
4,from,-1.5459237098693848,0.21311492391729825,-1.5507105286233056
5, datetime,-0.0384894497692585,0.9622418565598813,-1.589199978392564
6, import,0.0,1.0,-1.589199978392564
7, datetime,-1.1920928244535389e-07,0.9999998807907247,-1.5892000976018466
8,",",-0.04858925938606262,0.9525723094915114,-1.6377893569879092
9, timedelta,-0.09499435871839523,0.9093780645115085,-1.7327837157063044
10,"
",-1.4424220353248529e-05,0.9999855758836753,-1.7327981399266577
11,from,-0.0024760086089372635,0.997527054172033,-1.735274148535595
12, typing,-0.04999182000756264,0.9512372055820372,-1.7852659685431576
13, import,0.0,1.0,-1.7852659685431576
14, List,-0.6037384867668152,0.5467637414536836,-2.3890044553099727
15,",",-2.1576648578047752e-05,0.9999784235841962,-2.389026031958551
16, Dict,-0.006747556384652853,0.9932751572580211,-2.3957735883432036
17,",",-4.541770613286644e-05,0.9999545833252356,-2.3958190060493365
18, Optional,-0.9761087894439697,0.376774358440294,-3.3719277954933062
19,"
",-2.3502094745635986,0.09534918689414766,-5.722137270056905
20,import,-0.5759395956993103,0.562176402043672,-6.298076865756215
21, hashlib,-2.296332359313965,0.10062723228266068,-8.59440922507018
22,"
",-0.0036434237845242023,0.9963632054304556,-8.598052648854704
23,import,-0.0052339909598231316,0.9947796825048624,-8.603286639814527
24, json,-0.7753309011459351,0.460551358809626,-9.378617540960462
25,"
",-0.03017430752515793,0.9702763923309765,-9.40879184848562
26,import,-0.0297507643699646,0.970687433296243,-9.438542612855585
27, os,-2.274526596069336,0.10284558441659114,-11.71306920892492
28,"

",-1.9114031791687012,0.14787274899214664,-13.624472388093622
29,#,-1.1370165348052979,0.32077461551795444,-14.76148892289892
30, Mock,-0.5587885975837708,0.5719014471816821,-15.32027752048269
31, classes,-1.7942302227020264,0.1662553827208515,-17.114507743184717
32, for,-1.2525746822357178,0.28576808685332017,-18.367082425420435
33, demonstration,-1.6033267974853516,0.20122596518144564,-19.970409222905786
34, purposes,-0.4413766860961914,0.6431503951265408,-20.411785909001978
35,"
",-0.030788535252213478,0.9696806046612838,-20.44257444425419
36,class,-2.777537883957848e-05,0.9999722250068926,-20.44260221963303
37, Submission,-0.29509952664375305,0.7444574904232168,-20.737701746276784
38,":
",-0.00889919325709343,0.9911402873612017,-20.746600939533877
39,   ,-2.145764938177308e-06,0.999997854237364,-20.746603085298815
40, def,-7.462222856702283e-05,0.9999253805556022,-20.746677707527382
41, __,-1.1920928244535389e-07,0.9999998807907247,-20.746677826736665
42,init,0.0,1.0,-20.746677826736665
43,__(,-1.0132738680113107e-05,0.9999898673126559,-20.746687959475345
44,self,0.0,1.0,-20.746687959475345
45,",",-0.00038699767901562154,0.9996130771949272,-20.74707495715436
46, submission,-0.03854118287563324,0.9621920780871662,-20.785616140029994
47,_id,-3.576278118089249e-07,0.9999996423722521,-20.785616497657806
48,:,-0.0007151191821321845,0.9992851364546496,-20.786331616839938
49, str,-0.005233753472566605,0.9947799187523881,-20.791565370312505
50,",",-0.00595568772405386,0.994062012228184,-20.79752105803656
51, status,-0.33767202496528625,0.7134292365101433,-21.135193083001845
52,:,-1.1920922133867862e-06,0.9999988079084972,-21.135194275094058
53, str,-3.2186455882765586e-06,0.9999967813595916,-21.135197493739646
54, =,-1.5039392709732056,0.22225291896508367,-22.639136764712852
55, ',-3.2882518768310547,0.037319030669325445,-25.927388641543907
56,draft,-0.25817379355430603,0.7724609717026346,-26.185562435098213
57,"',",-0.2532711625099182,0.7762573613879464,-26.43883359760813
58, publish,-1.3693244457244873,0.25427868059267433,-27.808158043332618
59,_status,-0.0001546025014249608,0.9998454094489259,-27.808312645834043
60,:,-2.3841830625315197e-06,0.9999976158197796,-27.808315030017106
61, str,-0.0009135602158494294,0.9990868569532385,-27.809228590232955
62, =,-3.2186455882765586e-06,0.9999967813595916,-27.809231808878543
63, ',-0.0011850723531097174,0.9988156295678282,-27.810416881231653
64,un,-1.5143321752548218,0.21995502721982307,-29.324749056486475
65,published,-5.829164365422912e-05,0.9999417100552707,-29.32480734813013
66,"'):
",-0.020728623494505882,0.979484737650832,-29.345535971624635
67,       ,0.0,1.0,-29.345535971624635
68, self,-3.576278118089249e-07,0.9999996423722521,-29.345536329252447
69,.sub,-0.004092888906598091,0.9959154755477175,-29.349629218159045
70,mission,0.0,1.0,-29.349629218159045
71,_id,0.0,1.0,-29.349629218159045
72, =,-2.861018856492592e-06,0.9999971389852362,-29.3496320791779
73, submission,-1.1920928244535389e-07,0.9999998807907247,-29.349632198387184
74,_id,0.0,1.0,-29.349632198387184
75,"
",-9.298280929215252e-06,0.9999907017622996,-29.349641496668113
76,       ,0.0,1.0,-29.349641496668113
77, self,0.0,1.0,-29.349641496668113
78,.status,-0.00013445904187392443,0.9998655499973379,-29.349775955709987
79, =,-2.3841855067985307e-07,0.9999997615814777,-29.349776194128538
80, status,-2.3841855067985307e-07,0.9999997615814777,-29.34977643254709
81, ,-2.0182175636291504,0.13289212585960544,-31.36799399617624
82, #,-1.1920928244535389e-07,0.9999998807907247,-31.36799411538552
83, draft,-0.003966323100030422,0.9960415323702269,-31.37196043848555
84,",",-0.0014017528155818582,0.9985992291810037,-31.373362191301133
85, validated,-0.4753025770187378,0.6216969168034416,-31.84866476831987
86,",",-2.7656173188006505e-05,0.9999723442092404,-31.84869242449306
87, submitted,-3.896902561187744,0.02030470673002066,-35.7455949856808
88,",",-1.1369348764419556,0.3208008105175652,-36.88252986212276
89, published,-0.012672610580921173,0.9874073488273372,-36.89520247270368
90,"
",-0.007747127208858728,0.9922828044365064,-36.90294959991254
91,       ,0.0,1.0,-36.90294959991254
92, self,0.0,1.0,-36.90294959991254
93,.publish,-1.3232143828645349e-05,0.9999867679437158,-36.90296283205637
94,_status,0.0,1.0,-36.90296283205637
95, =,0.0,1.0,-36.90296283205637
96, publish,-2.3841855067985307e-07,0.9999997615814777,-36.90296307047492
97,_status,0.0,1.0,-36.90296307047492
98, ,-0.07068236917257309,0.9317578001313694,-36.97364543964749
99, #,-1.1920928244535389e-07,0.9999998807907247,-36.973645558856774
100, unpublished,-0.0008482910343445837,0.9991520686627784,-36.97449384989112
101,",",-2.3841855067985307e-07,0.9999997615814777,-36.97449408830967
102, pending,-1.7294032573699951,0.17739023470686766,-38.703897345679664
103,_publish,-4.390107154846191,0.012399400493402168,-43.094004500525855
104,",",-0.008719230070710182,0.9913186721763365,-43.102723730596566
105, published,-0.0001357701694360003,0.9998642390469163,-43.102859500766
106,"
",-0.28193166851997375,0.754325226931262,-43.384791169285975
107,       ,0.0,1.0,-43.384791169285975
108, self,-1.1920922133867862e-06,0.9999988079084972,-43.38479236137819
109,.timestamp,-3.716721296310425,0.024313554244293743,-47.10151365768861
110, =,-0.0008755664457567036,0.9991248167506976,-47.10238922413437
111, datetime,-6.318072337307967e-06,0.9999936819476216,-47.10239554220671
112,.now,-0.061968397349119186,0.9399125900511774,-47.16436393955583
113,"()
",-0.02479434758424759,0.9755105074936126,-47.189158287140074
114,       ,-0.02514060027897358,0.9751727928223409,-47.21429888741905
115, self,-7.748573807475623e-06,0.9999922514562126,-47.214306635992855
116,.errors,-1.8880434036254883,0.15136768475031023,-49.102350039618344
117, =,-0.020577870309352875,0.9796324092255421,-49.1229279099277
118," []
",-0.03847958520054817,0.9622513487076091,-49.161407495128245
119,       ,-0.010788212530314922,0.989269771532364,-49.17219570765856
120, self,-3.576278118089249e-07,0.9999996423722521,-49.17219606528637
121,.w,-0.06037495285272598,0.941411482478681,-49.2325710181391
122,arnings,0.0,1.0,-49.2325710181391
123, =,-3.576278118089249e-07,0.9999996423722521,-49.23257137576691
124," []
",-0.2520800530910492,0.7771825197155809,-49.48465142885796
125,"    
",-4.143030166625977,0.015874675638605062,-53.627681595483935
126,   ,-0.061980050057172775,0.9399016375879827,-53.68966164554111
127, def,-0.000328367663314566,0.999671686243446,-53.68999001320442
128, update,-0.18371517956256866,0.832172789893868,-53.87370519276699
129,_status,-0.9752308130264282,0.37710530270110837,-54.84893600579342
130,(self,-0.00011002412065863609,0.9998899819317729,-54.84904602991408
131,",",-6.651657167822123e-05,0.9999334856404999,-54.849112546485756
132, status,-3.773254632949829,0.02297715924119682,-58.622367179435585
133,:,-0.008808447048068047,0.9912302336659734,-58.63117562648365
134, str,-2.3841855067985307e-07,0.9999997615814777,-58.631175864902204
135,"):
",-0.007033824920654297,0.9929908545283109,-58.63820968982286
136,       ,0.0,1.0,-58.63820968982286
137, self,-0.00342295179143548,0.9965828998295382,-58.641632641614294
138,.status,-1.4305104514278355e-06,0.9999985694905718,-58.641634072124745
139, =,0.0,1.0,-58.641634072124745
140, status,0.0,1.0,-58.641634072124745
141,"
        
",-1.8304258584976196,0.1603452688380758,-60.472059930622365
