index,token,logprob,probability,cumulative_logprob
1, First,-0.5783599,0.560817409331413,-0.5783599
2,",",-0.0022502833,0.9977522466893783,-0.5806101833
3, the,-0.00023147765,0.9997685491388841,-0.58084166095
4, task,-0.055117443,0.946373996425365,-0.63595910395
5, is,-0.0079571875,0.9920743871125802,-0.64391629145
6, to,-0.03365061,0.966909274058705,-0.67756690145
7, analyze,-0.0002531685,0.9997468635444404,-0.67782006995
8, the,-0.024907144,0.9754004796103306,-0.70272721395
9, user,-0.00033325364,0.9996668018828264,-0.7030604675900001
10, stories,-7.0333235e-06,0.9999929667012337,-0.7030675009135001
11, and,-0.0052197604,0.9947938388773715,-0.7082872613135002
12, reason,-0.005958769,0.9940589492535358,-0.7142460303135002
13, about,-0.00012396998,0.9998760377039604,-0.7143700002935002
14, the,-2.5796607,0.07579971850462558,-3.2940307002935
15, functionality,-0.008678813,0.9913587391828962,-3.3027095132935
16, they,-0.0013630633,0.9986378652488417,-3.3040725765934997
17, describe,-3.81469e-06,0.999996185317276,-3.3040763912834996
18,.,-0.012632706,0.9874467516899627,-3.3167090972835
19, There,-3.340483,0.035419845803879905,-6.6571920972835
20, are,-5.3523538e-05,0.999946477894359,-6.6572456208215
21, many,-0.035698496,0.9649311802397261,-6.6929441168215
22, user,-0.0044936156,0.9955164655846046,-6.6974377324215
23, stories,-1.9073468e-06,0.9999980926550189,-6.6974396397683
24, related,-1.3346081,0.26326132735628455,-8.0320477397683
25, to,-4.7683704e-07,0.9999995231630737,-8.03204821660534
26, a,-0.267931,0.7649605615606649,-8.29997921660534
27, system,-0.00624088,0.9937785538424775,-8.30622009660534
28, called,-0.0006418552,0.9993583507449842,-8.30686195180534
29," """,-0.52370214,0.5923236188475525,-8.83056409180534
30,Broker,-1.9907753e-05,0.999980092445158,-8.830583999558339
31,""",",-0.45587343,0.6338940639929624,-9.28645742955834
32, which,-0.019409258,0.9807778888980659,-9.30586668755834
33, seems,-0.0034494442,0.9965564982979092,-9.309316131758338
34, to,-0.013879332,0.9862165418607897,-9.323195463758339
35, be,-0.1280507,0.8798087717091293,-9.451246163758338
36, a,-0.7236541,0.4849768602536828,-10.174900263758337
37, data,-0.8264717,0.4375905163805878,-11.001371963758338
38, submission,-0.030202297,0.9702492351843625,-11.031574260758338
39, and,-0.1887809,0.8279678945886686,-11.220355160758338
40, management,-0.650907,0.5215724959068065,-11.871262160758338
41, platform,-0.14009161,0.8692785971387471,-12.011353770758339
