index,token,logprob,probability,cumulative_logprob
1,```,-0.010861562564969063,0.9891972112215229,-0.010861562564969063
2,python,-4.768370445162873e-07,0.9999995231630692,-0.010862039402013579
3,"
",-5.960462772236497e-07,0.9999994039539004,-0.010862635448290803
4,#,-2.229555368423462,0.10757625130182127,-2.2404180038717527
5, Mock,-2.273879289627075,0.10291217857703132,-4.514297293498828
6, implementation,-0.14338605105876923,0.866419522149717,-4.657683344557597
7, covering,-6.393491268157959,0.001672407175153091,-11.051174612715556
8, key,-1.0930434465408325,0.3351947923174016,-12.144218059256389
9, functionalities,-1.807809591293335,0.16401299913294295,-13.952027650549724
10, based,-2.1293365955352783,0.11891615719998286,-16.081364246085002
11, on,-5.9602869441732764e-05,0.999940398906774,-16.081423848954444
12, provided,-3.5467348098754883,0.028818584354156143,-19.628158658829932
13, user,-0.0582440011203289,0.9434197238809706,-19.68640265995026
14, stories,-7.438383181579411e-05,0.9999256189345929,-19.686477043782077
15,"

",-0.4500471353530884,0.6375980975020189,-20.136524179135165
16,import,-0.2603840231895447,0.770755540961963,-20.39690820232471
17, os,-1.8088123798370361,0.16384861121333114,-22.205720582161746
18,"
",-0.00010978573118336499,0.9998902202950495,-22.20583036789293
19,import,-0.01815265417098999,0.9820111128233396,-22.22398302206392
20, sys,-4.144007205963135,0.01585917303060368,-26.367990228027054
21,"
",-0.00016342257731594145,0.9998365907754261,-26.36815365060437
22,import,-0.47410184144973755,0.6224438587547269,-26.842255492054107
23, json,-0.9567793607711792,0.3841280337391586,-27.799034852825287
24,"
",-9.548207890475169e-05,0.9999045224793639,-27.79913033490419
25,from,-1.5019328594207764,0.2226992974489814,-29.301063194324968
26, datetime,-0.0220672395080328,0.9781744608704038,-29.323130433833
27, import,0.0,1.0,-29.323130433833
28, datetime,-1.645074735279195e-05,0.99998354938796,-29.323146884580353
29,",",-0.38925501704216003,0.6775614582609693,-29.712401901622513
30, timedelta,-0.03488502651453018,0.9657164416602286,-29.747286928137044
31,"
",-0.004194510169327259,0.995814274501697,-29.75148143830637
32,from,-0.018151365220546722,0.9820123785878146,-29.769632803526918
33, typing,-0.057158805429935455,0.9444440746095293,-29.826791608956853
34, import,-1.1920928244535389e-07,0.9999998807907247,-29.826791728166135
35, List,-1.184041976928711,0.30603923174562303,-31.010833705094846
36,",",-0.00023731753753963858,0.9997627106200397,-31.011071022632386
37, Dict,-0.014624658972024918,0.9854817619315486,-31.02569568160441
38,",",-0.001613506581634283,0.9983877944202911,-31.027309188186045
39, Any,-0.39107853174209595,0.6763270408129592,-31.41838771992814
40,",",-0.41390445828437805,0.6610641074478011,-31.83229217821252
41, Optional,-0.0056845201179385185,0.9943316061952936,-31.837976698330458
42,"
",-0.14585141837596893,0.8642861106788616,-31.983828116706427
43,from,-0.1269327700138092,0.8807928863002493,-32.110760886720236
44, data,-0.14547023177146912,0.8646156277664676,-32.256231118491705
45,classes,-1.1920922133867862e-06,0.9999988079084972,-32.25623231058392
46, import,0.0,1.0,-32.25623231058392
47, data,-3.576278118089249e-07,0.9999996423722521,-32.25623266821173
48,class,0.0,1.0,-32.25623266821173
