index,token,logprob,probability,cumulative_logprob
1, The,-0.1443385,0.8655946946585733,-0.1443385
2, task,-0.3965558,0.6726327427470027,-0.5408943
3, is,-0.0022467151,0.9977558068752967,-0.5431410151
4, to,-0.043087035,0.957828021877224,-0.5862280501
5, write,-0.009909364,0.9901395719725952,-0.5961374141
6, only,-0.634148,0.5303871857493969,-1.2302854141
7, Python,-2.0265559e-06,0.9999979734461535,-1.2302874406559
8, code,-1.1920922e-06,0.9999988079085106,-1.2302886327481
9, that,-0.12712218,0.8806260711305465,-1.3574108127481
10, fulfills,-0.0004179796,0.9995821077413036,-1.3578287923480998
11, these,-2.1409588,0.11754208962090812,-3.4987875923480996
12, user,-0.00021181247,0.9997882099606775,-3.4989994048180995
13, stories,-3.4570635e-06,0.9999965429424756,-3.4990028618815994
14,.,-0.030556973,0.9699051720856928,-3.5295598348815993
15, No,-2.4874816,0.08311903017738749,-6.0170414348816
16, explanations,-0.00010847457,0.9998915313131534,-6.0171499094516
17,",",-1.8047497,0.16451562968623581,-7.8218996094516005
18, no,-0.7589799,0.46814373694264233,-8.5808795094516
19, comments,-0.00041011506,0.9995899690256859,-8.5812896245116
20,",",-0.034116402,0.9664590003292142,-8.6154060265116
21, just,-0.41788995,0.6584346851749249,-9.0332959765116
22, Python,-1.1660323,0.311600830410602,-10.199328276511599
23, code,-2.1576649e-05,0.9999784235837742,-10.1993498531606
24,.,-0.22499055,0.7985237647732991,-10.424340403160599
25, No,-2.159792,0.11534911115812445,-12.584132403160599
26, ```,-0.15532328,0.8561383603321718,-12.739455683160598
27,python,-0.00034088045,0.9996591776431395,-12.739796563610598
28, or,-0.035740595,0.9648905584570434,-12.775537158610598
29, anything,-2.0457013,0.12928948745869556,-14.821238458610598
30,".

",-0.893171,0.409355625801073,-15.714409458610598
31,These,-0.39104283,0.676351187297576,-16.1054522886106
32, user,-0.9329376,0.39339637012563833,-17.0383898886106
33, stories,-6.5564896e-06,0.9999934435318937,-17.038396445100197
34, are,-0.9805761,0.3750949443966203,-18.018972545100198
35, from,-0.35801497,0.6990626099609238,-18.376987515100197
36, what,-0.7614131,0.4670060342922684,-19.138400615100196
37, seems,-0.43321025,0.648424146295398,-19.571610865100194
38, like,-0.0011874536,0.9988132511440482,-19.572798318700194
39, a,-0.022836203,0.9774225695467584,-19.595634521700195
40, project,-0.6397207,0.5274397173856415,-20.235355221700196
41, called,-0.49854183,0.6074157296591045,-20.733897051700197
42, Broker,-0.319331,0.7266349933137309,-21.053228051700195
43,",",-0.016899744,0.9832422556292406,-21.070127795700195
44, related,-1.086839,0.33728095553893134,-22.156966795700196
45, to,-3.576278e-07,0.9999996423722639,-22.156967153327997
46, USA,-1.9261435,0.14570904326492423,-24.083110653327996
47,sp,-0.059624672,0.942118070525116,-24.142735325327997
48,ending,-2.396078e-05,0.9999760395070572,-24.142759286107996
49,",",-0.21012603,0.8104820944748792,-24.352885316107997
50, F,-0.4928124,0.6109058642566538,-24.845697716107995
51,ABS,-7.3909487e-06,0.999992609078613,-24.845705107056695
52,",",-0.054896638,0.9465829836075039,-24.900601745056694
53, D,-0.0340119,0.9665600025050393,-24.934613645056693
54,ABS,-3.3139633e-05,0.9999668609161115,-24.934646784689694
55,",",-0.00049543026,0.9995046924453065,-24.935142214949693
56, etc,-0.013787391,0.9863072197643096,-24.948929605949694
57,".,",-3.0491471,0.04739933404800267,-27.998076705949693
58, dealing,-1.61357,0.1991752875522836,-29.611646705949692
59, with,-3.0994368e-06,0.9999969005680033,-29.61164980538649
60, data,-0.48531723,0.6155019101195844,-30.09696703538649
61, submissions,-0.07328855,0.9293326324023617,-30.170255585386492
62,",",-0.0121765835,0.9878972511046096,-30.182432168886493
63, validations,-0.14756408,0.8628071478678528,-30.32999624888649
64,",",-1.6450747e-05,0.9999835493883128,-30.330012699633492
65, UI,-0.05461167,0.9468527679052968,-30.384624369633492
66, designs,-1.4314389,0.23896482825332802,-31.816063269633492
67,",",-0.043342315,0.9575835387469537,-31.859405584633492
68, development,-4.1437163,0.015863787229725142,-36.003121884633494
69, tasks,-0.022373287,0.9778751388356635,-36.025495171633494
70,".

",-0.07174978,0.9307637623846776,-36.09724495163349
71,Many,-4.8038344,0.008198251329118592,-40.90107935163349
72, of,-1.4043609,0.24552392065932332,-42.30544025163349
73, these,-0.30673772,0.7358435726520677,-42.61217797163349
74, are,-0.09860513,0.9061004292687117,-42.710783101633496
75, tasks,-4.3585753,0.012796605993175562,-47.069358401633494
76, for,-0.2561276,0.7740431945789593,-47.32548600163349
77, various,-4.700955,0.009086595258303751,-52.02644100163349
78, roles,-0.002100287,0.9979019170594187,-52.02854128863349
79, like,-0.6437711,0.5253076962383515,-52.67231238863349
80, Data,-0.62437475,0.5355962053758803,-53.296687138633494
81, user,-0.019210594,0.9809727535122369,-53.315897732633495
82,",",-3.3378547e-06,0.9999966621508707,-53.315901070488195
83, UI,-2.4437606e-05,0.9999755626925959,-53.315925508094196
84, designer,-1.20400655e-05,0.9999879600069813,-53.315937548159695
85,",",-1.072883e-06,0.9999989271175755,-53.3159386210427
86, Developer,-0.0009316633,0.9990687705635036,-53.3168702843427
87,",",-1.4066597e-05,0.9999859335019341,-53.316884350939695
88, etc,-0.3944752,0.6740336793205037,-53.7113595509397
89,.,-0.064970426,0.937095176620359,-53.7763299769397
90, Implementing,-4.4398136,0.011798137487629088,-58.2161435769397
91, all,-0.11172148,0.894293301387198,-58.3278650569397
92, in,-3.047251,0.047489293184098336,-61.3751160569397
93, one,-0.49058604,0.6122674757929076,-61.8657020969397
94, Python,-0.020831954,0.9793835322266606,-61.8865340509397
95, code,-0.48258612,0.617185211135143,-62.3691201709397
96, seems,-1.0687534,0.3434363784669037,-63.4378735709397
97, impossible,-0.55979043,0.5713287846768345,-63.9976640009397
98,",",-2.5960479,0.07456769563069482,-66.5937119009397
99, as,-0.033081967,0.9674592566060763,-66.6267938679397
100, they,-0.047365405,0.9537388329723602,-66.67415927293969
101, cover,-0.50035787,0.6063136394202843,-67.17451714293969
102, UI,-0.6218883,0.5369295955778046,-67.79640544293969
103, redesign,-0.61284006,0.5418099092502294,-68.40924550293968
104,s,-0.5240325,0.5921279711356984,-68.93327800293969
105,",",-0.0007764662,0.9992238351718732,-68.93405446913968
106, data,-0.8050843,0.4470502386357158,-69.73913876913969
107, processing,-0.016164439,0.9839655044476655,-69.75530320813968
108,",",-0.0002189635,0.9997810604707575,-69.75552217163968
109, API,-4.091056,0.016721566257919304,-73.84657817163968
110, access,-3.4097657,0.03304894283612881,-77.25634387163967
111,",",-0.00011824862,0.9998817583710925,-77.25646212025967
112, etc,-0.42088383,0.6564663586765696,-77.67734595025966
113,".

",-0.018594828,0.9815769891955788,-77.69594077825967
114,The,-0.40790838,0.6650398069783557,-78.10384915825966
115, code,-2.530656,0.0796067811049152,-80.63450515825966
116, needs,-0.2746019,0.7598745690850784,-80.90910705825965
117, to,-2.7418098e-06,0.9999972581939588,-80.90910980006944
118, be,-0.21751662,0.8045142337821486,-81.12662642006944
119, simple,-0.14698052,0.8633107945467978,-81.27360694006944
120,",",-0.17976408,0.8354672916062139,-81.45337102006944
121, clean,-2.396078e-05,0.9999760395070572,-81.45339498084944
122,",",-1.2159274e-05,0.9999878407999236,-81.45340714012343
123, and,-0.0004929281,0.9995071933690965,-81.45390006822343
124, implement,-0.0007015389,0.9992987071208796,-81.45460160712344
125, the,-0.019312913,0.9808723864958843,-81.47391452012343
126, described,-0.1132347,0.8929410622533576,-81.58714922012344
127, functionality,-0.0009128456,0.9990875709167966,-81.58806206572343
128, as,-0.028075313,0.9723151360738255,-81.61613737872344
129, best,-6.8781395e-05,0.9999312209703859,-81.61620616011844
130, as,-0.00063303934,0.9993671609871291,-81.61683919945844
