index,token,logprob,probability,cumulative_logprob
1,from,-1.6813464164733887,0.18612320790491668,-1.6813464164733887
2, datetime,-0.00236137886531651,0.9976414069964997,-1.6837077953387052
3, import,0.0,1.0,-1.6837077953387052
4, datetime,-0.014198645018041134,0.9859016803527305,-1.6979064403567463
5,"
",-9.164934158325195,0.00010464528570186948,-10.862840598681942
6,from,-1.1430199146270752,0.3188546525636212,-12.005860513309017
7, collections,-0.34483206272125244,0.7083393000542184,-12.35069257603027
8, import,-1.0280383548888494e-06,0.9999989719621736,-12.350693604068624
9, defaultdict,-0.04237574338912964,0.9585095592710227,-12.393069347457754
10,"

",-0.13980871438980103,0.869524547025349,-12.532878061847555
11,class,-0.32835689187049866,0.7201059738712733,-12.861234953718053
12, Data,-0.4929741621017456,0.610807050832432,-13.354209115819799
13,Manager,-3.708414077758789,0.024516373518811616,-17.062623193578588
14,":
",-0.0018803274724632502,0.9981214392357352,-17.06450352105105
15,   ,-0.0013810674427077174,0.9986198857920553,-17.06588458849376
16, def,-0.003628581063821912,0.996377994280985,-17.06951316955758
17, __,-0.25305816531181335,0.7764227196407275,-17.322571334869394
18,init,-3.4121114822482923e-06,0.999996587894339,-17.322574746980877
19,__(,0.0,1.0,-17.322574746980877
20,self,-1.9361264946837764e-07,0.9999998063873693,-17.322574940593526
21,"):
",-0.0005700715119019151,0.9994300909479897,-17.323145012105428
22,       ,-3.7697225252486533e-06,0.9999962302845802,-17.323148781827953
23, self,-0.0001249925117008388,0.9998750152995377,-17.323273774339654
24,.de,-0.297305703163147,0.7428168961738407,-17.6205794775028
25,let,-0.04364221915602684,0.9572963985233659,-17.664221696658828
26,ions,-6.704273118884885e-07,0.9999993295729128,-17.66422236708614
27, =,-0.6896104216575623,0.5017715103070142,-18.353832788743702
28," []
",-0.438326358795166,0.6451152094754183,-18.792159147538868
29,       ,-0.07685030251741409,0.9260284673615383,-18.869009450056282
30, self,-8.180258191714529e-06,0.9999918197752665,-18.869017630314474
31,.sub,-1.469265103340149,0.23009451876129933,-20.338282733654623
32,missions,-0.014613431878387928,0.9854928260896764,-20.35289616553301
33, =,-0.016747944056987762,0.9833915230767207,-20.36964410959
34, defaultdict,-0.5155507326126099,0.5971716221509756,-20.88519484220261
35,(dict,-0.5671644806861877,0.5671312726140302,-21.452359322888796
36,")
",-0.1291172355413437,0.8788709245970542,-21.58147655843014
37,       ,-0.10380242019891739,0.9014033789282749,-21.685278978629057
38, self,-6.630610641877865e-06,0.9999933694113405,-21.6852856092397
39,.logs,-1.5051591396331787,0.22198196489244146,-23.190444748872878
40, =,-2.236549335066229e-05,0.9999776347567552,-23.19046711436623
41," []
",-0.40675923228263855,0.6658044752287388,-23.597226346648867
42,       ,-0.1519850790500641,0.8590010977578767,-23.74921142569893
43, self,-8.061054359131958e-06,0.9999919389781311,-23.74921948675329
44,.f,-1.3704761266708374,0.2539860012501339,-25.119695613424128
45,abs,-0.0003184233792126179,0.9996816273121311,-25.12001403680334
46,_status,-2.1721649169921875,0.11393069922244753,-27.292178953795528
47, =,-0.39929547905921936,0.6707924669407662,-27.691474432854747
48," {}

",-1.791540265083313,0.16670320469528768,-29.48301469793806
49,   ,-1.0325924449716695e-05,0.9999896741288624,-29.48302502386251
50, def,-0.00012558852904476225,0.9998744193568644,-29.483150612391555
51, process,-0.008869592100381851,0.991169626694408,-29.492020204491936
52,_de,-0.001975384308025241,0.9980265654794858,-29.49399558879996
53,let,-0.01107033807784319,0.988990712623092,-29.505065926877805
54,ions,-4.320199877838604e-07,0.9999995679801056,-29.505066358897793
55,(self,-0.001919002621434629,0.9980828374868501,-29.506985361519227
56,",",-0.026326309889554977,0.9740172063003238,-29.533311671408782
57, date,-0.10255912691354752,0.9025247846703671,-29.63587079832233
58,"):
",-0.12303385883569717,0.8842337229296207,-29.758904657158027
59,       ,-4.4849443838757e-06,0.9999955150656735,-29.75890914210241
60, self,-0.6238875389099121,0.5358572173657533,-30.382796681012323
61,.de,-0.0007241101702675223,0.9992761519342338,-30.38352079118259
62,let,-9.088346359931165e-07,0.999999091165777,-30.383521700017226
63,ions,-3.128163257315464e-07,0.9999996871837232,-30.383522012833552
64,.append,-0.04388924688100815,0.9570599489779049,-30.42741125971456
65,(date,-0.06031682342290878,0.9414662077819408,-30.48772808313747
66,")

",-0.14440284669399261,0.8655389982935922,-30.63213092983146
67,   ,-0.004114850424230099,0.9958936039726087,-30.636245780255692
68, def,-2.816093228830141e-06,0.9999971839107363,-30.63624859634892
69, log,-0.5921165943145752,0.553155239564856,-31.228365190663496
70,(self,-0.9734135866165161,0.3777912114534875,-32.20177877728001
71,",",-2.696889623621246e-06,0.999997303114013,-32.201781474169636
72, message,-0.0313572995364666,0.9691292417788406,-32.2331387737061
73,"):
",-0.02330324426293373,0.9769661794602545,-32.256442017969036
74,       ,-1.7432603272027336e-06,0.9999982567411922,-32.25644376122936
75, self,-0.06142715364694595,0.9404214495172043,-32.31787091487631
76,.logs,0.0,1.0,-32.31787091487631
77,.append,-4.320199877838604e-07,0.9999995679801056,-32.3178713468963
78,(message,-1.2921642065048218,0.27467568446084034,-33.61003555340112
79,")

",-0.04884873330593109,0.9523251738844184,-33.65888428670705
80,   ,-0.006794355809688568,0.993228673639471,-33.66567864251674
81, def,-5.796184723294573e-06,0.9999942038320746,-33.66568443870146
82, update,-0.05340733006596565,0.9479937874551263,-33.71909176876743
83,_submission,-1.1207218170166016,0.3260443652937773,-34.83981358578403
84,(self,-2.2389533519744873,0.10656998729416958,-37.078766937758516
85,",",-4.320199877838604e-07,0.9999995679801056,-37.078767369778504
86, submission,-0.059801798313856125,0.9419512114020736,-37.13856916809236
87,_id,-0.0003012617235071957,0.9996987836512492,-37.13887042981587
88,",",-2.856408536899835e-05,0.9999714363225806,-37.138898993901236
89, status,-0.6210477352142334,0.5373811094250186,-37.75994672911547
90,"):
",-0.01790350116789341,0.9822558143239648,-37.77785023028336
91,       ,-4.36574100604048e-06,0.9999956342685238,-37.77785459602437
92, self,-0.057451795786619186,0.9441674021364042,-37.83530639181099
93,.sub,-0.38711681962013245,0.67901176839643,-38.22242321143112
94,missions,-1.6240566083070007e-06,0.9999983759447105,-38.22242483548773
95,[,-7.684157026233152e-05,0.9999231613819755,-38.22250167705799
96,submission,-7.159660890465602e-05,0.9999284059540714,-38.222573273666896
97,_id,-1.7432603272027336e-06,0.9999982567411922,-38.22257501692722
98,][',-0.023803923279047012,0.9764771554269981,-38.24637894020627
99,status,-0.06206336244940758,0.9398233353959067,-38.30844230265568
100,'],-3.7697225252486533e-06,0.9999962302845802,-38.3084460723782
101, =,-1.9361264946837764e-07,0.9999998063873693,-38.30844626599085
102, status,-2.5776860184123507e-06,0.9999974223173038,-38.30844884367687
103,"
",-0.3957616686820984,0.673167113625706,-38.70421051235897
104,       ,-0.00019662656995933503,0.9998033927597777,-38.70440713892893
105, self,-0.08174773305654526,0.9215043944741586,-38.786154871985474
106,.log,-0.8307607769966125,0.4357176762117787,-39.616915648982086
107,(f,-0.0004738063144031912,0.9995263059140831,-39.61738945529649
108,'S,-2.2765746116638184,0.10263517059482251,-41.89396406696031
109,ub,-0.014175611548125744,0.9859243893509569,-41.908139678508434
110,mission,-6.153795766294934e-06,0.9999938462231682,-41.9081458323042
111, {,-0.000731377920601517,0.9992688894710378,-41.9088772102248
112,submission,-3.128163257315464e-07,0.9999996871837232,-41.90887752304113
113,_id,-3.128163257315464e-07,0.9999996871837232,-41.90887783585745
114,},-0.0012466588523238897,0.9987541179040063,-41.91012449470978
115, status,-0.12794554233551025,0.8799012952094522,-42.03807003704529
116, updated,-0.3135119676589966,0.7308756320809305,-42.351582004704284
117, to,-0.0009556477889418602,0.9990448086969815,-42.352537652493226
118, {,-0.0015060516307130456,0.9984950818959228,-42.35404370412394
119,status,-1.6240566083070007e-06,0.9999983759447105,-42.35404532818055
120,},-0.07104349881410599,0.9314213755211181,-42.42508882699465
121,"')

",-0.010985808447003365,0.9890743151763307,-42.436074635441656
122,   ,-0.0736185610294342,0.9290259929836339,-42.50969319647109
123, def,-1.4498052223643754e-05,0.9999855020528726,-42.509707694523314
124, prevent,-1.8447738885879517,0.15806105625802858,-44.354481583111266
125,_double,-0.1382003128528595,0.8709242169570873,-44.492681895964125
126,_p,-0.7855222225189209,0.45588156799087026,-45.278204118483046
127,ublishing,-6.837811088189483e-05,0.9999316242268479,-45.27827249659393
128,(self,-0.0001657565007917583,0.999834257236058,-45.27843825309472
129,",",-0.00020413640595506877,0.9997958844284633,-45.278642389500675
130, submission,-0.006769014988094568,0.9932538431889989,-45.28541140448877
131,_id,-6.790129555156454e-05,0.9999321010096892,-45.28547930578432
132,"):
",-0.014213571324944496,0.9858869645914993,-45.299692877109266
133,       ,-3.7697225252486533e-06,0.9999962302845802,-45.29969664683179
134, self,-2.854053497314453,0.05761032364947574,-48.153750144146244
135,.sub,-0.7046413421630859,0.49428582195232273,-48.85839148630933
136,missions,-2.546478935983032e-05,0.9999745355348651,-48.85841695109869
137,[,-0.0005979505367577076,0.9994022282000374,-48.85901490163545
138,submission,-4.320199877838604e-07,0.9999995679801056,-48.859015333655435
139,_id,-1.7432603272027336e-06,0.9999982567411922,-48.85901707691576
140,][',-0.0021485965698957443,0.9978537100114476,-48.86116567348566
141,published,-0.539636492729187,0.5829601241069059,-49.400802166214845
142,'],-0.0032392668072134256,0.9967659739572388,-49.40404143302206
143, =,-4.127333340875339e-06,0.9999958726751765,-49.4040455603554
144, True,-0.15375620126724243,0.85748104832307,-49.55780176162264
145,"

",-0.20412831008434296,0.8153577458540533,-49.761930071706985
146,   ,-0.3167153596878052,0.7285380969267394,-50.07864543139479
147, def,-0.00012761499965563416,0.9998723931427921,-50.078773046394446
148, is,-3.4331116676330566,0.0322863200079472,-53.5118847140275
149,_p,-0.3433258533477783,0.7094070112440046,-53.85521056737528
150,ublished,-0.030187785625457764,0.9702633149365716,-53.88539835300074
151,(self,-0.0001721934968372807,0.9998278213276119,-53.885570546497576
152,",",-1.1472419600977446e-06,0.9999988527586979,-53.885571693739536
153, submission,-1.700132997939363e-05,0.9999829988145424,-53.885588695069515
154,_id,-2.935296834039036e-06,0.999997064707474,-53.88559163036635
155,"):
",-4.966313281329349e-05,0.9999503381003797,-53.88564129349916
156,       ,-9.610702363715973e-06,0.9999903893438189,-53.885650904201526
157, return,-0.0001149867384810932,0.9998850198722405,-53.88576589094001
158, self,-0.00044353955308906734,0.9995565587960374,-53.886209430493096
159,.sub,-5.676981345459353e-06,0.9999943230347685,-53.88621510747444
160,missions,-4.320199877838604e-07,0.9999995679801056,-53.88621553949443
161,[,-0.0889449194073677,0.9148959651985991,-53.9751604589018
162,submission,-4.008129963040119e-06,0.9999959918780695,-53.97516446703176
163,_id,-1.981667537620524e-06,0.9999980183344259,-53.9751664486993
164,].,-0.0011720098555088043,0.998828676679807,-53.97633845855481
165,get,0.0,1.0,-53.97633845855481
166,(',-2.165027217415627e-05,0.9999783499621913,-53.97636010882698
167,published,-4.36574100604048e-06,0.9999956342685238,-53.97636447456799
168,"',",-0.0023316475562751293,0.9976710686224209,-53.97869612212426
169, False,-5.080963092041202e-06,0.9999949190498161,-53.978701203087354
170,")

",-0.06894908845424652,0.9333741983917828,-54.0476502915416
171,   ,-0.5290922522544861,0.5891395170929784,-54.57674254379609
172, def,-0.0001246348983841017,0.9998753728682221,-54.57686717869447
173, deactivate,-2.097048282623291,0.12281841900451729,-56.67391546131776
174,_publish,-0.04804965481162071,0.9530864605738621,-56.72196511612938
175,_button,-0.009780172258615494,0.9902674980914331,-56.731745288388
176,(self,-0.003963347524404526,0.9960444961715426,-56.7357086359124
177,",",-0.048605985939502716,0.9525563763731245,-56.784314621851905
178, submission,-0.010450943373143673,0.9896034779857076,-56.79476556522505
179,_id,-0.00015002528380136937,0.9998499859694288,-56.79491559050885
180,"):
",-0.0025231034960597754,0.9974800768542196,-56.79743869400491
181,       ,-9.491498531133402e-06,0.999990508546513,-56.79744818550344
182, if,-0.905906617641449,0.4041752865007701,-57.70335480314489
183, not,-0.5695932507514954,0.5657555125347461,-58.272948053896386
184, self,-4.584861744660884e-05,0.9999541524335852,-58.27299390251383
185,.is,-0.01620562933385372,0.9839249754147447,-58.289199531847686
186,_p,-0.0025611496530473232,0.9974421272925457,-58.29176068150073
187,ublished,-1.6240566083070007e-06,0.9999983759447105,-58.29176230555734
188,(sub,-1.5048530030981055e-06,0.9999984951481292,-58.291763810410345
189,mission,-7.896309739408025e-07,0.9999992103693378,-58.29176460004132
190,_id,-3.128163257315464e-07,0.9999996871837232,-58.291764912857644
191,"):
",-0.0006135515286587179,0.9993866366555916,-58.2923784643863
192,           ,-4.9186317482963204e-05,0.9999508148921441,-58.292427650703786
193, self,-0.019215954467654228,0.980967495053616,-58.31164360517144
194,.prevent,-0.22616878151893616,0.797583472954531,-58.537812386690376
195,_double,-9.088346359931165e-07,0.999999091165777,-58.53781329552501
196,_p,-1.9361264946837764e-07,0.9999998063873693,-58.53781348913766
197,ublishing,-1.6240566083070007e-06,0.9999983759447105,-58.53781511319427
198,(sub,-3.128163257315464e-07,0.9999996871837232,-58.537815426010596
199,mission,-9.088346359931165e-07,0.999999091165777,-58.53781633484523
200,_id,-4.320199877838604e-07,0.9999995679801056,-58.53781676686522
