index,token,logprob,probability,cumulative_logprob
1,```,-0.01122516579926014,0.9888376012977987,-0.01122516579926014
2,python,-3.576278118089249e-07,0.9999996423722521,-0.011225523427071948
3,"
",-1.1920928244535389e-07,0.9999998807907247,-0.011225642636354394
4,import,-0.18065008521080017,0.8347273910586701,-0.19187572784715456
5, os,-1.8385568857192993,0.15904678325704455,-2.030432613566454
6,"
",-0.00023648326168768108,0.9997635446982748,-2.0306690968281416
7,import,-0.005235769785940647,0.9947779129663559,-2.035904866614082
8, logging,-0.5918599367141724,0.5532972292818836,-2.6277648033282546
9,"
",-0.00015507926582358778,0.9998449327583442,-2.627919882594078
10,from,-0.12692856788635254,0.880796587511997,-2.7548484504804307
11, datetime,-0.04031840339303017,0.9604835692325038,-2.795166853873461
12, import,0.0,1.0,-2.795166853873461
13, datetime,-6.9141146923357155e-06,0.9999930859092101,-2.795173767988153
14,"
",-0.5780393481254578,0.5609972092193061,-3.373213116113611
15,from,-0.0017030035378411412,0.998298445749853,-3.374916119651452
16, typing,-0.020684251561760902,0.9795282002459883,-3.395600371213213
17, import,0.0,1.0,-3.395600371213213
18, Dict,-0.8290215730667114,0.4364761374747935,-4.224621944279924
19,",",-3.659658250398934e-05,0.9999634040871428,-4.224658540862428
20, List,-0.01938844658434391,0.9807983004867744,-4.244046987446772
21,",",-0.010327116586267948,0.989726024991812,-4.25437410403304
22, Optional,-0.06906282156705856,0.9332680488752532,-4.323436925600099
23,",",-0.9276766777038574,0.3954714514953234,-5.251113603303956
24, Any,-0.24672704935073853,0.7813539354917822,-5.497840652654695
25,"
",-0.0925663635134697,0.9115887127272303,-5.5904070161681645
26,from,-0.12693603336811066,0.8807900119656851,-5.717343049536275
27, sqlalchemy,-4.045693874359131,0.01749755933484835,-9.763036923895406
28, import,-0.006751463748514652,0.9932712761781491,-9.76978838764392
29, create,-0.0010382506297901273,0.9989622881659106,-9.77082663827371
30,_engine,-3.4570634852570947e-06,0.9999965429424904,-9.770830095337196
31,",",-0.00021217002358753234,0.9997878524828802,-9.771042265360784
32, Column,-0.009263982996344566,0.9907787954924849,-9.780306248357128
33,",",-3.576278118089249e-07,0.9999996423722521,-9.78030660598494
34, Integer,-0.004089683759957552,0.9959186676079738,-9.784396289744898
35,",",-2.3841855067985307e-07,0.9999997615814777,-9.784396528163448
36, String,-3.6954811548639555e-06,0.9999963045256735,-9.784400223644603
37,",",-2.455681169521995e-05,0.9999754434898208,-9.784424780456298
38, DateTime,-0.02220342867076397,0.9780412531805007,-9.806628209127062
39,",",-0.002480527386069298,0.9975225465797765,-9.809108736513132
40, Boolean,-0.5856374502182007,0.5567508477229266,-10.394746186731332
41,"
",-3.168018341064453,0.04208691723654044,-13.562764527795785
42,from,-5.006777428206988e-06,0.9999949932351057,-13.562769534573214
43, sqlalchemy,-4.768370445162873e-07,0.9999995231630692,-13.562770011410258
44,.ext,-4.887569048150908e-06,0.999995112442896,-13.562774898979306
45,.de,-0.00014232576359063387,0.9998576843642404,-13.562917224742897
46,clar,-4.768370445162873e-07,0.9999995231630692,-13.562917701579941
47,ative,0.0,1.0,-13.562917701579941
48, import,0.0,1.0,-13.562917701579941
49, declar,-8.34461570775602e-06,0.9999916554191085,-13.56292604619565
50,ative,0.0,1.0,-13.56292604619565
51,_base,-1.4305104514278355e-06,0.9999985694905718,-13.5629274767061
52,"
",-5.960446742392378e-06,0.9999940395710211,-13.562933437152843
53,from,-7.152555099310121e-07,0.9999992847447459,-13.562934152408353
54, sqlalchemy,-2.3841855067985307e-07,0.9999997615814777,-13.562934390826904
55,.orm,0.0,1.0,-13.562934390826904
56, import,-7.033323527139146e-06,0.9999929667012066,-13.56294142415043
57, session,-7.70062324590981e-05,0.9999229967324447,-13.56301843038289
58,maker,0.0,1.0,-13.56301843038289
59,"

",-1.0889410972595215,0.3365727028354407,-14.651959527642411
60,#,-0.14439401030540466,0.8655466465663105,-14.796353537947816
61, Setup,-0.9791631698608398,0.3756253019394507,-15.775516707808656
62, basic,-2.408993721008301,0.08990571930493306,-18.184510428816957
63, logging,-0.030096229165792465,0.9703521528774118,-18.21460665798275
64,"
",-0.059477198868989944,0.9422570178720059,-18.27408385685174
65,logging,-0.00038532938924618065,0.9996147448405883,-18.274469186240985
66,.basicConfig,0.0,1.0,-18.274469186240985
67,(level,-0.04133978113532066,0.9595030535167586,-18.315808967376306
68,=logging,-1.1920928244535389e-07,0.9999998807907247,-18.31580908658559
69,.INFO,-0.0007520469953306019,0.9992482357211345,-18.31656113358092
70,")
",-0.10243654996156693,0.9026354201881027,-18.418997683542486
71,logger,-3.242440288886428e-05,0.9999675761227764,-18.419030107945375
72, =,-3.576278118089249e-07,0.9999996423722521,-18.419030465573186
73, logging,-2.3841855067985307e-07,0.9999997615814777,-18.419030703991737
74,.getLogger,0.0,1.0,-18.419030703991737
75,(__,-0.0017414417816326022,0.9982600736483015,-18.42077214577337
76,name,-1.156323378381785e-05,0.9999884368330701,-18.420783709007154
77,"__)

",-5.2689116273541003e-05,0.9999473122717736,-18.420836398123427
78,#,-0.387395441532135,0.6788226071926989,-18.808231839655562
79, Database,-0.22306276857852936,0.8000646287989548,-19.03129460823409
80, setup,-0.02039380557835102,0.9798127415973324,-19.051688413812442
81,"
",-0.043878231197595596,0.9570704917053773,-19.095566645010038
82,DATABASE,-0.2812076210975647,0.7548715919406991,-19.376774266107603
83,_URL,-0.0015025765169411898,0.9984985517859623,-19.378276842624544
84, =,-8.34461570775602e-06,0.9999916554191085,-19.37828518724025
85," """,-0.3890365660190582,0.6777094884228222,-19.76732175325931
86,sqlite,-0.0011717366287484765,0.9988289495865678,-19.76849348988806
87,:///,-2.1576648578047752e-05,0.9999784235841962,-19.768515066536636
88,broker,-0.00031025364296510816,0.9996897944807194,-19.7688253201796
89,.db,-0.05054481327533722,0.9507113232293952,-19.81937013345494
90,"""
",-0.03824050351977348,0.9624814328807453,-19.857610636974712
91,engine,-0.0007307243067771196,0.9992695426072117,-19.85834136128149
92, =,-1.1920928244535389e-07,0.9999998807907247,-19.858341480490772
93, create,-1.1920928244535389e-07,0.9999998807907247,-19.858341599700054
94,_engine,-1.1920928244535389e-07,0.9999998807907247,-19.858341718909337
95,(D,-3.576278118089249e-07,0.9999996423722521,-19.85834207653715
96,ATABASE,0.0,1.0,-19.85834207653715
97,_URL,0.0,1.0,-19.85834207653715
98,")
",-0.02632947452366352,0.9740141238971278,-19.884671551060812
99,Session,-2.126969814300537,0.11919793905581864,-22.01164136536135
100,Local,-0.008619248867034912,0.9914177903653018,-22.020260614228384
101, =,0.0,1.0,-22.020260614228384
102, session,0.0,1.0,-22.020260614228384
103,maker,-3.6954811548639555e-06,0.9999963045256735,-22.02026430970954
104,(,-2.145764938177308e-06,0.999997854237364,-22.020266455474477
105,aut,-1.311301275563892e-06,0.9999986886995842,-22.020267766775753
106,ocom,-3.576278118089249e-07,0.9999996423722521,-22.020268124403565
107,mit,0.0,1.0,-22.020268124403565
108,=False,-4.768370445162873e-07,0.9999995231630692,-22.02026860124061
109,",",0.0,1.0,-22.02026860124061
110, autof,-1.1920922133867862e-06,0.9999988079084972,-22.020269793332822
111,lush,-4.768370445162873e-07,0.9999995231630692,-22.020270270169867
