index,token,logprob,probability,cumulative_logprob
1,```,-0.01122516579926014,0.9888376012977987,-0.01122516579926014
2,python,-5.960462772236497e-07,0.9999994039539004,-0.011225761845537363
3,"
",-3.576278118089249e-07,0.9999996423722521,-0.011226119473349172
4,import,-0.2582533359527588,0.7723995307478472,-0.26947945542610796
5, logging,-0.3074514865875244,0.7353185394941172,-0.5769309420136324
6,"
",-0.000428108120104298,0.9995719835051013,-0.5773590501337367
7,from,-0.31326940655708313,0.7310529355822067,-0.8906284566908198
8, datetime,-0.1325012743473053,0.8759018179023706,-1.023129731038125
9, import,0.0,1.0,-1.023129731038125
10, datetime,-2.3841830625315197e-06,0.9999976158197796,-1.0231321152211876
11,"
",-0.5239561796188354,0.5921731642927113,-1.547088294840023
12,from,-0.006716177798807621,0.9933063253168133,-1.5538044726388307
13, typing,-0.014211871661245823,0.9858886402692081,-1.5680163443000765
14, import,0.0,1.0,-1.5680163443000765
15, Dict,-0.8643202781677246,0.4213378478496891,-2.432336622467801
16,",",-3.2305197237292305e-05,0.99996769532457,-2.4323689276650384
17, List,-0.015258724801242352,0.9848570996804131,-2.447627652466281
18,",",-0.00911621656268835,0.9909252101589572,-2.456743869028969
19, Optional,-0.03368069604039192,0.9668801840248344,-2.490424565069361
20,",",-1.0860189199447632,0.3375576663705891,-3.5764434850141242
21, Any,-0.3492099344730377,0.7052450594779924,-3.925653419487162
22,"
",-0.10839767754077911,0.8972707010646901,-4.034051097027941
23,from,-0.1602306067943573,0.8519473014752523,-4.194281703822298
24, data,-0.04248111695051193,0.9584085630264038,-4.23676282077281
25,classes,-5.960462772236497e-07,0.9999994039539004,-4.2367634168190875
26, import,0.0,1.0,-4.2367634168190875
27, data,-3.576278118089249e-07,0.9999996423722521,-4.236763774446899
28,class,0.0,1.0,-4.236763774446899
29,"
",-0.19339923560619354,0.824152877276331,-4.430163010053093
30,from,-0.04859096184372902,0.9525706877788608,-4.478753971896822
31, enum,-0.019584033638238907,0.9806064877953681,-4.498338005535061
32, import,0.0,1.0,-4.498338005535061
33, Enum,-7.271740287251305e-06,0.9999927282861518,-4.498345277275348
34,"

",-0.9790109992027283,0.37568246543804346,-5.477356276478076
35,#,-0.03672344982624054,0.9639426770061041,-5.514079726304317
36, Logging,-1.9219515323638916,0.14632113289219986,-7.4360312586682085
37, Setup,-3.635359048843384,0.0263744629667515,-11.071390307511592
38,"
",-0.0016287406906485558,0.9983725849876437,-11.07301904820224
39,logging,-0.004586889408528805,0.99542361430277,-11.07760593761077
40,.basicConfig,0.0,1.0,-11.07760593761077
41,(level,-0.3885599672794342,0.6780325608926864,-11.466165904890204
42,=logging,0.0,1.0,-11.466165904890204
43,.INFO,-0.0004413345886860043,0.9995587627850983,-11.46660723947889
44,")
",-0.9855231642723083,0.37324390797165624,-12.452130403751198
45,logger,-1.8000440832111053e-05,0.9999819997211749,-12.45214840419203
46, =,-4.768370445162873e-07,0.9999995231630692,-12.452148881029075
47, logging,-1.1920928244535389e-07,0.9999998807907247,-12.452149000238357
48,.getLogger,0.0,1.0,-12.452149000238357
49,(__,-0.003981402609497309,0.9960265126657553,-12.456130402847855
50,name,-9.417489309271332e-06,0.9999905825550351,-12.456139820337164
51,"__)

",-0.0032278599683195353,0.9967773439709664,-12.459367680305483
52,class,-0.7083829045295715,0.49243987623662216,-13.167750584835055
53, Submission,-0.10872867703437805,0.8969737540643811,-13.276479261869433
54,Status,-0.038219962269067764,0.9625012036562153,-13.3146992241385
55,(Enum,-0.018164360895752907,0.9819996167568185,-13.332863585034254
56,"):
",-1.1920928244535389e-07,0.9999998807907247,-13.332863704243536
57,   ,-1.1920922133867862e-06,0.9999988079084972,-13.33286489633575
58, D,-0.21391579508781433,0.8074163705848645,-13.546780691423564
59,RAFT,-1.5497195136049413e-06,0.9999984502816872,-13.546782241143077
60, =,-3.3378546504536644e-06,0.9999966621509202,-13.546785578997728
61," """,-0.0009118927991949022,0.999088522848692,-13.547697471796923
62,draft,-0.13470463454723358,0.873974015299448,-13.682402106344156
63,"""
",-2.7418097943154862e-06,0.9999972581939645,-13.68240484815395
64,   ,0.0,1.0,-13.68240484815395
65, VALID,-0.0008256602450273931,0.9991746805186013,-13.683230508398978
66,ATED,-2.3630435466766357,0.09413328771205025,-16.046274055075614
67, =,0.0,1.0,-16.046274055075614
68," """,0.0,1.0,-16.046274055075614
69,validated,-1.680836794548668e-05,0.9999831917733143,-16.04629086344356
70,"""
",-0.0004880429187323898,0.9995120761548411,-16.04677890636229
71,   ,0.0,1.0,-16.04677890636229
72, P,-0.0003455280384514481,0.9996545316494864,-16.047124434400743
73,UBL,-0.03811359405517578,0.9626035886352742,-16.08523802845592
74,ISHED,0.0,1.0,-16.08523802845592
75, =,-1.1920928244535389e-07,0.9999998807907247,-16.0852381476652
76," """,0.0,1.0,-16.0852381476652
77,published,-1.1920928244535389e-07,0.9999998807907247,-16.085238266874484
78,"""
",-0.014179551042616367,0.9859205053149075,-16.0994178179171
79,   ,-7.545663538621739e-05,0.999924546211394,-16.099493274552486
80, ERROR,-0.0815301388502121,0.9217049303084333,-16.1810234134027
81, =,-7.152555099310121e-07,0.9999992847447459,-16.18102412865821
82," """,0.0,1.0,-16.18102412865821
83,error,0.0,1.0,-16.18102412865821
84,"""

",-0.043255213648080826,0.957666949200283,-16.22427934230629
85,class,-0.6940082311630249,0.49956965999730774,-16.918287573469314
86, FileType,-1.0243622064590454,0.3590253764653427,-17.94264977992836
87,(Enum,-0.00014256415306590497,0.9998574460087201,-17.942792344081425
88,"):
",0.0,1.0,-17.942792344081425
89,   ,0.0,1.0,-17.942792344081425
90, F,-0.018901588395237923,0.9812759264298441,-17.961693932476663
91,ABS,-5.221230458118953e-05,0.9999477890584575,-17.961746144781245
92, =,-2.8371408916427754e-05,0.9999716289935482,-17.96177451619016
93," """,-0.0001234931987710297,0.9998765144262002,-17.961898009388932
94,F,-0.31358543038368225,0.7308219419377278,-18.275483439772614
95,ABS,-1.9788545614574105e-05,0.9999802116501774,-18.27550322831823
96,"""
",-1.2159273865108844e-05,0.9999878408000585,-18.275515387592094
97,   ,-1.1920928244535389e-07,0.9999998807907247,-18.275515506801376
98, D,-9.655486064730212e-05,0.9999034498006232,-18.275612061662024
99,ABS,-0.0006774752982892096,0.9993227541362857,-18.276289536960313
100, =,-3.576278118089249e-07,0.9999996423722521,-18.276289894588125
101," """,0.0,1.0,-18.276289894588125
102,D,0.0,1.0,-18.276289894588125
103,ABS,0.0,1.0,-18.276289894588125
104,"""
",-0.8260484933853149,0.43777574677424286,-19.10233838797344
