index,token,logprob,probability,cumulative_logprob
1,from,-2.3505189418792725,0.09531968400255364,-2.3505189418792725
2, datetime,-0.0006047414499334991,0.9993954413693225,-2.351123683329206
3, import,0.0,1.0,-2.351123683329206
4, datetime,-0.0009145628428086638,0.9990858552423233,-2.3520382461720146
5,"

",-0.20191271603107452,0.8171662503431422,-2.553950962203089
6,def,-0.20632696151733398,0.81356702768164,-2.760277923720423
7, process,-0.00023607931507285684,0.9997639485494558,-2.760514003035496
8,_de,-0.00011629798245849088,0.9998837087798897,-2.7606303010179545
9,let,-0.0003457136917859316,0.9996543460603065,-2.7609760147097404
10,ions,0.0,1.0,-2.7609760147097404
11,(date,-0.5717814564704895,0.5645188765870346,-3.33275747118023
12,_str,-0.34481287002563477,0.708352895125261,-3.6775703412058647
13,"):
",-0.0004842962371185422,0.9995158210153751,-3.678054637442983
14,   ,-1.981667537620524e-06,0.9999980183344259,-3.678056619110521
15, date,-0.19595938920974731,0.8220456179224896,-3.874016008320268
16, =,-0.08341248333454132,0.9199715959946294,-3.9574284916548095
17, datetime,-1.9361264946837764e-07,0.9999998063873693,-3.957428685267459
18,.strptime,0.0,1.0,-3.957428685267459
19,(date,-1.9361264946837764e-07,0.9999998063873693,-3.9574288788801084
20,_str,0.0,1.0,-3.9574288788801084
21,",",-1.9361264946837764e-07,0.9999998063873693,-3.957429072492758
22, '%,-0.6931519508361816,0.4999976148675707,-4.6505810233289395
23,m,-8.2994620242971e-06,0.9999917005724162,-4.650589322790964
24,-%,-5.512236498361744e-07,0.999999448776502,-4.650589874014614
25,d,0.0,1.0,-4.650589874014614
26,-%,0.0,1.0,-4.650589874014614
27,Y,0.0,1.0,-4.650589874014614
28,"')
",-0.00882645696401596,0.9912123818535354,-4.65941633097863
29,   ,-9.722539834911004e-05,0.9999027793278867,-4.659513556376979
30, #,-0.01489979773759842,0.9852106549937999,-4.674413354114577
31, logic,-2.1356394290924072,0.11816900551368435,-6.810052783206984
32, to,-0.06996189057826996,0.9324293535723289,-6.880014673785254
33, process,-0.012512944638729095,0.9875650167387778,-6.892527618423983
34, delet,-0.0014594044769182801,0.9985416599359295,-6.893987022900902
35,ions,0.0,1.0,-6.893987022900902
36, based,-2.1851706504821777,0.11245854091247912,-9.07915767338308
37, on,-1.8624639324116288e-06,0.999998137537802,-9.079159535847012
38, the,-0.3976426124572754,0.6719021142030314,-9.476802148304287
39, date,-0.2341303825378418,0.7912586428598036,-9.710932530842129
40,"
",-0.790854811668396,0.45345700922134563,-10.501787342510525
41,   ,-0.0003693013568408787,0.9996307668265115,-10.502156643867366
42, pass,-1.3666083812713623,0.2549702566356264,-11.868765025138728
43,"

",-0.002417630283161998,0.9975852898312046,-11.87118265542189
44,def,-0.03810185194015503,0.9626148917036922,-11.909284507362045
45, redesign,-0.0033102005254477262,0.9966952721480973,-11.912594707887493
46,_resources,-0.0013909504050388932,0.9986100165181098,-11.913985658292532
47,_page,-0.00013083349040243775,0.9998691750679254,-11.914116491782934
48,"():
",-0.13073457777500153,0.8774506383868035,-12.044851069557936
49,   ,-1.7432603272027336e-06,0.9999982567411922,-12.044852812818263
50, #,-0.0006383348954841495,0.9993618687968916,-12.045491147713747
51, logic,-0.02638830989599228,0.9739568190992859,-12.07187945760974
